"Name","Latitude","Longitude"
"SterileSpace",,
"SterileSpace",,
"SterileSpace",,
"SterileSpace",,
"SterileSpace",,
"Sawtoothwest",,
"iownjd",,
"jdawgiswhoibe",36.607196,-79.418222
"SoftPowerRDU",,
"SoftPowerRDU",,
"ACNSC",,
"EMinFocus",,
"Evalie3689",,
"TelemedLeaders",,
"TelemedLeaders",,
"TelemedLeaders",,
"TelemedLeaders",,
"TelemedLeaders",,
"vernonmartin77",,
"vernonmartin77",,
"not_alex_archer",,
"DrHiralLavania",,
"GroffSwintMedia",,
"CapitaineBeaver",,
"Juan_M_Mojica",,
"CBS21NEWS",,
"CBS21NEWS",,
"A_ParentLee",,
"bartonpublish",,
"bartonpublish",,
"bartonpublish",,
"cfordwtva",,
"boogiefinger",,
"LucyMayCincy",,
"timgallien",,
"WMTWTV",,
"WMTWTV",,
"WMTWTV",,
"WMTWTV",,
"Shape_Magazine",,
"WDBJ7",,
"WDBJ7",,
"shaleahhhD",,
"NuclearNancy44",,
"BlurbBoard",,
"Joint_Greenvill",,
"StateStatus_NV",,
"StateStatus_NV",,
"Analicia_Losoya",33.92642,-98.5200567
"AntiPedoTX",,
"AntiPedoTX",,
"AntiPedoTX",,
"dcdot11",,
"Saukel",,
"kasshout",,
"watchman_ray",,
"Speed_News_",,
"El_Tex_Mex",,
"FatherlyHQ",,
"DannyBaram",,
"RoseOfKali",,
"2lipz",,
"stevekrohn",,
"glavportal",,
"MRatch1",,
"notmyfalsetto",,
"DrTylerGlaser",,
"taylormhagen",,
"mysillyplanet",,
"wsbradio",,
"Dgsma",,
"JoanneColombo",,
"DaltonWalker9",,
"AlexiaLecea",,
"WJBF",,
"QueensIceZ",,
"louie_tran",,
"The_News_DIVA",,
"The_News_DIVA",,
"KTNV",,
"WETM18News",,
"powbab",41.84186356,-87.95199394
"aroseblush",,
"megcouch",,
"CanHealthAdv",,
"Nevada",,
"Nevada",,
"LetaCodes",,
"US_Studies",,
"winifredtbh",,
"iBoldNews",,
"iBoldNews",,
"iBoldNews",,
"DammieItsCammie",,
"lANNp1",,
"AureHope",,
"JLily10303",,
"southernkimmy",,
"southernkimmy",,
"TheDarqueBard",,
"acutecareinc",,
"news8news",,
"Santana86B",,
"angela_masotto",,
"HEKsROCKS101091",,
"OhioHospitals",,
"KarinaCBS21",,
"KMOV",,
"cbs46",,
"JulFal",,
"startechtel",,
"WMAR2News",,
"WMAR2News",,
"StevenSalzberg1",,
"Austin_W35",,
"FOX5Vegas",,
"WTHRcom",,
"vdinh360",,
"vdinh360",,
"jeffschlegel",,
"Bamafanaticfan1",,
"DaveJordanWITN",,
"G_Martinez58",,
"PortlandTalksME",,
"PoppyLatte",,
"MRCEOCARLOS",,
"jaxdotcom",,
"KIMTNews3",,
"news6wkmg",,
"peacelily1121",,
"peacelily1121",,
"bakersfieldnow",,
"CRMediaGroup",,
"nwademgaz",,
"Randy1116",,
"DiscountMedSup",,
"KABCRadio",,
"ViroxAHP",,
"KION546",,
"aliciaisum",,
"a_greenwood",,
"RussTaylor622",,
"Bakocom",,
"DianeLadylaw",,
"wcax",,
"IfrainGarcia",,
"ValueDrugs",,
"ValueDrugs",,
"kpaxnews",,
"41actionnews",,
"41actionnews",,
"JarCeleb",,
"WWAY",,
"wandaology",,
"FortuneMagazine",,
"JBMTPRUSAKIEW",,
"shinglest",,
"crreeves01",,
"thomaszickell",,
"WXIIKirsten",,
"skooldbyfarhana",,
"filterednews",,
"Dallas_NC",,
"backtoschoolart",,
"catburrismiller",,
"myinsplus",,
"myinsplus",,
"rn_stephany",,
"Bhart_vw",,
"WMUR9",,
"WMUR9",,
"Cynfullll",,
"sacbee_news",,
"PaladinKatie",,
"CDCFlu",,
"CDCFlu",,
"CDCFlu",,
"CDCFlu",,
"CDCFlu",,
"CDCFlu",,
"adpnorth1111",,
"OptimalResearch",,
"CookingLight",,
"roboeamerican",,
"DocLauraLawler",,
"fox4kc",,
"wbz",,
"MMNewzz",,
"KETK",,
"avanfitness",,
"KSLcom",,
"lmusic6372",,
"srw",37.7706565,-122.4359785
"69News",,
"Eadsy17",,
"JoinPatriotify",,
"atomic811",,
"evanderburg",,
"TheTraceC",,
"ConiDubois",,
"akaXochi",,
"Recycledsoles",,
"RobGundermann",,
"RTmagazine",,
"APHL",,
"WCJB20",,
"NC5",,
"wsls",,
"SacCountyCA",,
"WCPO",,
"WCPO",,
"WCPO",,
"NadineWisdom",,
"Q13FOX",,
"Q13FOX",,
"SkinZenSpa",,
"ABC12WJRT",,
"AaronWittnebel",,
"abc15",,
"abc15",,
"dustinchristen6",,
"MDB_3",,
"NatalieHooverVO",,
"Mekaiela_Rey",,
"NBC26",,
"DenverChannel",,
"CantonRepdotcom",,
"abc27News",,
"lindashanes",,
"Indedotcom",,
"WGNOtv",,
"alfromct",,
"valuevinyls",,
"jeffaustin23",,
"tbqfrank",,
"tvsteve",,
"WECPTV",,
"WJHG_TV",,
"arlardieri",,
"Gojipk",,
"urallclean",,
"francescosz",,
"pipeworxca",,
"ksatnews",,
"JCFisherandAssc",,
"DrCatherineND",,
"OnceIPondered",,
"HelenBranswell",,
"HelenBranswell",,
"HelenBranswell",,
"HelenBranswell",,
"HelenBranswell",,
"HelenBranswell",,
"HelenBranswell",,
"israelstag",,
"KTVZ",,
"linmaur",40.07207207,-74.45157667
"CaliKsitigarbha",,
"WalterReports",,
"WITN",,
"BrownieJohnston",,
"KAMRLocal4News",,
"davinahamilton",,
"NASciencesTeam",,
"natty4bumpo",,
"SCJP_USA",,
"SCJP_USA",,
"marysrockman",,
"hogg1708",,
"USA_Biz",,
"alexandriaaa20",,
"weareiowa5news",,
"PublicHealth",,
"SaltLakeCity_NC",,
"Indianapolis_NC",,
"Atlanta_NC",,
"Columbus_NC",,
"MylesLisa",,
"LearningTechz",,
"IdaFlo",,
"KcHolz",,
"Jossfjh",,
"lvekcsmiles",,
"sherrygrey",,
"mgodard",,
"mturner15",,
"BestSportsState",,
"bmangh",,
"JusticeLawCT",,
"maxinecook",,
"UVASON",,
"VictorDiaz302",,
"Msmere7Parker",,
"alyssarbrts",,
"liartelocin",,
"law_4thepeople",,
"cpso_ca",,
"thedailybeast",,
"virtuewomenllc",,
"hgrayyyy",,
"screaminggina",,
"fxp123",,
"HHSRegion7",,
"HHSRegion7",,
"ohara_dustin",,
"saintsinna5",,
"janrobinjackson",,
"TweetLeeBrock",,
"PublicHealthUMN",,
"RicardoRiveraNJ",,
"MoBea",,
"WYMT",,
"HHSGov",,
"lola_patty",40.4313888,-79.98068965
"birdowltweets",,
"IAmJoeTrudeau",,
"ScifresJane",,
"StDomHospital",,
"NewConceptAS",,
"donaldhackett",,
"donaldhackett",,
"Dizzedcom",,
"SummershineWCPS",,
"ohaconnect",,
"DavidWMTW",,
"energyservicess",,
"brigzorn",,
"biomerieux_inc",,
"biomerieux_inc",,
"biomerieux_inc",,
"KJCTNews8",,
"Kelsey_Conrad",,
"NewsCable",,
"brianhurley",,
"NewsRadio_1440",,
"beautypopva",,
"MrNaivete",,
"ctffox",,
"edisonpowercons",,
"BGPolitics",,
"stevewymt",,
"PotterFreak07",,
"puckooler",,
"puckooler",,
"puckooler",,
"puckooler",,
"IAmTheHerd",,
"MaddtheMoose",,
"NCMedBoard",,
"makjak",,
"PLHGroupInc",,
"NursesWhoVax",,
"LakeCoHealth",,
"bbinsuranceorl",,
"StLaurentDomII",,
"crmjrm",,
"CatsPajamasNote",,
"AtiRANDOMness",,
"sarahkarlene",,
"NeurelisInc",,
"stefanodental",,
"OneDogOneBone",,
"alihanni14",,
"alex_mxrtinez",,
"drjerrykinard",35.9909825,-78.8954403
"kalgerbs",,
"CunninghamPark",,
"koconews",,
"koconews",,
"koconews",,
"BioIQ",,
"MinisinkDebbie",,
"NancyMa19049346",,
"maarrryyy",,
"marnold0h3",,
"ABC7Amarillo",,
"EuroInSC",34.1264885,-81.3472665
"_donneisha",,
"pinterventures",,
"konekochu",,
"allday_aldy",,
"mckaydan",,
"lisamarieomg",,
"TPickett",,
"Glitzpro",,
"Beauty3244",,
"kelseyndodson",,
"lanadelbieberrr",,
"MeekKari",,
"MeekKari",,
"KomariBathBody",,
"JuliaCraighill",,
"OverlakeHMC",,
"donikanushi",,
"VTracy7",,
"runnermindy",,
"gustinjoist",,
"Sierra_TVNews",,
"PennCancer",,
"lrgsptswrtr",,
"morgiebashie",,
"jeffreyvanclea1",,
"collins_shirin",,
"DeadSockPuppet_",,
"inquiry_meeple",,
"Sum_x0xX",,
"quitecontrary_x",,
"mleTurner_",,
"FixYourDLP",,
"HealthTrackSW",,
"abracaddavid",,
"jgrantaddison",,
"alamedanatural",,
"azambranoCA",,
"yourgamemom",,
"polkcohealth",,
"Medimobile1",,
"WCCG1045FM",,
"ImmunizeNV",,
"thedailytubetv",,
"purrronica",,
"JoyWesolowski",,
"ABC22FOX45",,
"SHEA_Epi",,
"OflvT",,
"saucyaustralian",,
"baseball31",,
"baseball31",,
"baseball31",,
"ThisWeekNews",,
"Jeannie_Uphold",,
"Jeannie_Uphold",,
"infanttech",34.0522,-118.243
"cltalbert",,
"cltalbert",,
"kfdinews",,
"RaptormanReport",,
"vickyharp",,
"Change_HC",,
"Change_HC",,
"ExtraterribleS",,
"UNCHC_Careers",,
"koookeith",,
"TahoeForest",,
"EllisElementary",,
"sansap1223",,
"powerlinesinc",,
"AlfaRinggold",,
"ABC7News",,
"kcexec",,
"healthvermont",,
"CCFInorman",,
"utmbnews",,
"TDEMomof3",,
"ggwinstead",,
"famfightflu",,
"famfightflu",,
"famfightflu",,
"famfightflu",,
"famfightflu",,
"famfightflu",,
"famfightflu",,
"NewFairfieldHub",,
"kfor",,
"melinameza",,
"farminnonmain",,
"g33bbyy",,
"populist420",,
"WSBT",,
"tg_bennett",,
"tayleralewis",,
"CBS6Albany",,
"__FamilyJules",,
"FOXBaltimore",,
"EnumclawPatch",,
"purehealthmed",,
"WRAL",,
"WNCN",,
"besthealthmag",,
"artisticicing",,
"EmilyMurphyND",,
"wics_abc20",,
"SpecNewsTriad",,
"heavensauna",,
"VitaminShoppe",,
"VitaminShoppe",,
"TheMediAwards",,
"WDTN",,
"BellevuePatch",,
"WoodinvllePatch",,
"MercerIsePatch",,
"KirklandPatch",,
"RentonPatch",,
"SeattlePatch",,
"SammamishPatch",,
"ViraBurnayeva",,
"JoAnneViviano",,
"WTNH",,
"dispatcheditor",,
"amiller78",,
"WFSBnews",,
"thouchens99",,
"DispatchAlerts",,
"DispatchAlerts",,
"DispatchAlerts",,
"DispatchAlerts",,
"TrishaP18470906",,
"LauraOinAK",,
"ByronsShade",,
"AyoWhiteBoii",,
"KJRH2HD",,
"sambucolusa",,
"sambucolusa",,
"sambucolusa",,
"sambucolusa",,
"IQSolutions",,
"AgeVitalPharm",,
"WeSellDental",,
"FLU_2Cold",,
"KATUNews",,
"CBS4Local",,
"ValleyIndy",,
"wchs8fox11",,
"TigerPrideCCR3",,
"RayLRiv",38.195555,-85.7223455
"AlgorithmDancer",,
"DrLeanaWen",,
"christen_rexing",,
"10TV",,
"10TV",,
"rediclinic",,
"DaScareLit",,
"WellAirInc",,
"fox28columbus",,
"fox28columbus",,
"fox28columbus",,
"wsyx6",,
"wsyx6",,
"ColumbusHealth",,
"ColumbusHealth",,
"ColumbusHealth",,
"terrymc13",,
"MySourcePoint",,
"Sunny95News",,
"ellie_a_collins",,
"perkinspirates",,
"JohnGBaresky",,
"namibycandy",,
"Tammy_Gunter",,
"SFFamilyDocs",,
"DeloitteHealth",,
"Bossoft",,
"mainelykeating",,
"HCP_Nevada",,
"helloHCP",,
"CherryHealthMI",,
"NutritionSpark",,
"TBParenting",,
"lalawinn",,
"LindseyZettle",,
"ACSHorg",,
"ACSHorg",,
"urfakenews_",,
"eviemejia",,
"ApplPartExperts",,
"Jduham",,
"MCCInternalMed",,
"AVCNewsAlerts",,
"CliftonDietzDMD",,
"predators_fanly",,
"DHIN_HIE",,
"EdgewoodLiving",,
"George_Woodard",,
"kegs1952",,
"kegs1952",,
"MylesBell_",,
"MylesBell_",,
"fitdocofficial",,
"kara_vanatta",,
"pm_mcdaniel",,
"PastorBaileyPA",,
"HMAgencyAlfa",,
"zumbakay10062",,
"MadeFareCo",,
"AHC_4Health",,
"K8_Monster",,
"HolisticHaloSpa",,
"Vektor580Jon",,
"AdminSideofSick",,
"5NEWSLaura",,
"compvla",,
"Francine_Kelly_",,
"WooshWashrooms",,
"monicaailyn",,
"MikeKerklin",35.44972255,-97.4415095
"APetreshock",,
"fox5sandiego",,
"_VERCOUNTRY_",,
"sehurwitz",,
"BLaw",,
"BLaw",,
"adamicoarts",,
"_inkouts",,
"News3LV",,
"2cuteandsmart",,
"2cuteandsmart",,
"Sabresicebunny",,
"iamzaki",,
"reviewjournal",,
"STT_comp",,
"TrekDadd",,
"paulkellis",37.5199,-77.5688
"WJaroslawski",,
"CCSCTE",,
"ChristinaTippen",,
"MrsTaylor_CF",,
"Luke_White018",,
"limanews",,
"BobhuntjrHunt",,
"CrazyRxMan",,
"CrazyRxMan",,
"kate_kansascity",39.1000485,-94.5592817
"fitwithjanice",,
"mechromvncer",,
"WGNRadio",,
"KUSINews",,
"LStrannigan",,
"LStrannigan",,
"UrgentCareNews",,
"UrgentCareNews",,
"StaciaWSYX6",,
"SanteePatch",,
"BeaumontER",,
"10News",,
"10News",,
"localistmocal",,
"ellejazmeyne",,
"KaraSenese",,
"MediSecureAU",,
"StatScinta",,
"shaynazaremsky",,
"VASouthOregon",,
"wnderlustprojct",,
"IFBcanada",,
"LM_Schools",,
"AlyssaH75878058",,
"CBS8",,
"thecwsandiego",,
"760kfmb",,
"IconycPromo",,
"News8",,
"TheCubicleChick",,
"mintyfreshlife",,
"DaeBrown30",,
"TimesofSanDiego",,
"magnoliarx",,
"bakinglittlebit",,
"kkcorby14",,
"AnvlApp",,
"cademorest2011",,
"cademorest2011",,
"BarofAmerica",,
"RhettoricFN",,
"morewless",,
"HomeschoolCmplt",,
"nbcsandiego",,
"iamcaseymoore",41.11366,-73.40766
"amoration",,
"HeliotropeSF",37.76628,-122.4217
"PhillySpecial_",,
"luann_sarah",,
"BuckTheFlu",,
"MamaWifeyLife",,
"MansfieldHub",,
"SDCountyHHSA",,
"SanDiegoCounty",,
"EastWindsorHH",,
"untSHWC",,
"OrganicEarthTec",,
"HartfordCCHub",,
"NewMilfordHH",,
"hh_wilton",,
"Westport_HH",,
"Kai9357",,
"ReddingHH",,
"NorwalkHH",,
"DarienHamletHub",,
"DanburyHub",,
"Brookfield_HH",,
"Bethel_HH",,
"ShermanHHub",,
"Stamfordhub",,
"Stamfordhub",,
"WestonHamletHub",,
"NewCanaanHub",,
"sdmomsblog",,
"blackrockhub",,
"oldgreenwichhub",,
"RiversideHHub",,
"MonroeHamletHub",,
"CosCobHamletHub",,
"Newtown_HH",,
"MadisonHHub",,
"OxfordHamletHub",,
"WoodburyHH",,
"SouthburyHH",,
"daysii_love",,
"StratfordHH",,
"DerbyCTHub",,
"AvonHamletHub",,
"SeymourHHub",,
"SheltonHub",,
"thecheynanigans",,
"AnsoniaHH",,
"NewHavenDntnHub",,
"yourairco",,
"itiskatiekim",,
"OleMissRebels",,
"Much2Gn",,
"NaugatuckHH",,
"RandallChildren",,
"PlymouthHH",,
"BurtonandCo1891",,
"MsMaggieMayhem",,
"MeganKenner",,
"UWGeneseeCo",,
"TheTodayShow",,
"kenspellman",,
"KeithDarce",,
"AmberKasophagus",,
"SC_CT_RWA",,
"nwpacific84",,
"jameswestdds",,
"FreedomNJ",,
"SweetGrassPharm",,
"RhonaA_PhD",,
"FrustratedPharm",,
"emilykg1",,
"Moose35Jen",,
"miab94",,
"evanvwk",,
"dorabum",,
"PSPTampa",,
"liz_allee",,
"arkanalabs",,
"gfherald",,
"TexasMedClinic",,
"Region8News",,
"LindaRo83487738",,
"CrescentElemSDR",,
"spajamie1",,
"HStaufferLNP",,
"HStaufferLNP",,
"HStaufferLNP",,
"AngelaKingKUOW",,
"seethroughcolby",,
"TuftsMedicalCtr",,
"PowerLibrary",,
"katzcenterupenn",,
"thatgalen",,
"JAbernathy25",,
"mattyice230",39.9946835,-82.98577205
"RandysWife2B",,
"ashbursey",,
"COCPAs",,
"InCaudaVenenumz",,
"JasAmiri",,
"KatWildish",40.76277764,-73.97560387
"QACDOH",,
"Infinedi",,
"VASalem",,
"WDAYnews",,
"nest_medicine",,
"GinnieLumpkin",,
"livrmrchiro",,
"PURELL",,
"CotySutherland",,
"LyndaEnright",,
"WelshonsC",,
"phantom044",,
"SanofiUS",,
"spdracer20",,
"Potrblog",,
"Potrblog",,
"TNDeptofHealth",,
"ProbWrongPod",,
"Gurumantra",,
"OSUEMEdu",,
"MissyOlivePants",,
"realtyreportdgt",,
"jamestownsun",,
"michaelmcgandy",,
"CeeLee_K",,
"alexxx_ai",,
"ZacharyGGunn",,
"cleaning_Mag",,
"inforum",,
"CincyHealthNews",,
"jennspiller",,
"MarkSomerson",,
"DanHughes1959",,
"garron_b",,
"patemama5",,
"Buckeyevets",,
"AcuAtlanta",,
"4029news",,
"4029news",,
"4029news",,
"4029news",,
"4029Ify",,
"GeorgeEM3",,
"tarafrieden",,
"BlakeLeyers",,
"amirspeaks",,
"ULHT_News",,
"BeessentialBDCR",,
"Lynnnie92",,
"86thLegislature",,
"messageplicity",,
"messageplicity",,
"Basia303",,
"JendaNeutralHOE",,
"SeattleSunshin1",,
"h2oexecutive",,
"SophieAzouaou",,
"dakotacarlton",,
"nina_nightshade",,
"ed_kleese",,
"SenoraLene",,
"TheRealRCA",,
"datek_inc",,
"9ToFive_",,
"StarGlowTweet",,
"pineappleweave",,
"pineappleweave",,
"BluesyArc284",,
"tzastrow15",,
"ShinoTheCat1",,
"SEJeff",41.83358445,-87.732013
"romepix",,
"B_That_Stratguy",,
"WTOCHarley",,
"WTOCHarley",,
"Ranger3079",,
"rcarterphoto",,
"jessm227",,
"PinpointScience",,
"lindsirae12",,
"ConradCessna",,
"JosephCorrao1",,
"RyanLiebe",,
"loveyoujodie",,
"Sanford_ME_YMCA",,
"FreeRangeCritic",,
"TENSI0N_",,
"Purple_Torch",,
"DaileyAgency",,
"Merryberry_96",,
"921KKDV",,
"GreatRivHealth",,
"ZombieBalladry",,
"HaasWellnessCen",,
"WholelottaPayne",,
"WPXI",,
"sconig",,
"FOX23Maine",,
"WGME",,
"MelroseAveLA",,
"kxu65",,
"AliRaja_MD",,
"JasonTibbelsMD",,
"SCCHealth",,
"Greyson2020",,
"kestersmith76",,
"FICPA",,
"SundermannAJ",40.4313888,-79.98068965
"dyannaautumn",,
"nephondemand",,
"habstradecen",,
"IrvCommunity",,
"oldschoolrockst",,
"AustinKellerman",,
"MommyOf4_82",,
"DrBenSpitalnick",,
"McLarenNorthern",,
"nawazshareef108",,
"_jaslynnnn",,
"toytoy4181",,
"NancyLeaMond",,
"HuntingtonMall",,
"AllThingsBell",,
"JakeHelms5",,
"SkyEmpress408",,
"DelaneyWhite8",,
"usmedequip",,
"ashslizzle",,
"redandblackrain",,
"WorldWeeklyNew2",,
"TribLIVE",,
"lakin_roberts",,
"minispack_",39.7795625,-86.1429225
"CommHealthChi",,
"Lisa_Caulfield1",,
"scifri",,
"BioFireDX",,
"MarinaBelisle",,
"vanguardclean",,
"SeanMCzarnecki",,
"PCHCF",,
"NHSPIndex",,
"TradingTaylor",,
"HillyardInc",,
"amysilvermanaz",,
"WFXRnews",,
"WintersetSchool",,
"HealthFirstDE",,
"WyJoMedia",,
"lreadyno",,
"SouthernHancock",,
"CDCgov",,
"CookCtyHealth",,
"AIRWorldwide",,
"followderek",,
"AdrienneSmith12",,
"ProjMotherhood",,
"cwimedical",,
"TCHPulmonary",,
"RonDinningDMD",,
"Kinfolk702",,
"CCDD_HSPH",,
"JulieEWash",,
"vanessadice",,
"MdSitler",,
"KenKalthoffNBC5",,
"Ccrecelius4041",,
"Amanda_Rose",,
"EllieElderberry",,
"helenkilian",,
"virgiemommabear",,
"marjmeds",,
"ohhkaley",,
"CFH_Jackson",,
"Elle__Chapo",,
"hrshygrl00",,
"THEREALDJBRIGGS",,
"HallieSteiner",,
"boogiewipes",,
"AbbyCScience",,
"PleonasticKimma",,
"MontefioreNYC",,
"NortonChildrens",,
"nathanhruby",,
"Cukies_pb",,
"_stylesamber",,
"Sunshine_Clean",,
"DianaMaslowski",,
"UofLtesting",,
"sunandmoonyoga",,
"WxCastle",33.9563835,-83.39977925
"_taylor_skye",,
"ajkeefer",,
"lane_savage16",,
"pinkshoecleancr",,
"OhioDeptOfAging",,
"kswp",,
"ThreeFates",,
