"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng"
"x1057258196446916608","x1105098242193350657",2019-03-11 13:28:47,"HeatherOEPR","Worst of flu season may be over in Mississippi https://t.co/Uu4NIB0UBw","Twitter Web Client",70,,,,FALSE,FALSE,0,0,,,"wtva.com/content/news/W…","https://t.co/Uu4NIB0UBw","https://www.wtva.com/content/news/Worst-of-flu-season-may-be-over-in-Mississippi-506922501.html#.XIZih-qN1q4.twitter",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/HeatherOEPR/status/1105098242193350657","MSDH State Watch Officer","Jackson, MS","State Watch Officer for the Mississippi State Department of Health Office of Emergency Planning and Response.","https://t.co/nVZLS1R4F5",FALSE,38,447,0,804,134,2018-10-30 13:09:31,FALSE,"https://t.co/nVZLS1R4F5","http://www.msdh.ms.gov","en","https://pbs.twimg.com/profile_banners/1057258196446916608/1543240228",,"http://pbs.twimg.com/profile_images/1063073246470377473/6Nq24QdD_normal.jpg",,
"x1163185574","x1105096482393411584",2019-03-11 13:21:47,"NAVARRE__","Flu season not over as ‘second wave’ of cases spike https://t.co/duFS2o9R5U","Twitter for iPhone",51,,,,FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/D1YXZIhWwAAqUbE.jpg","https://t.co/duFS2o9R5U","https://twitter.com/NAVARRE__/status/1105096482393411584/photo/1","photo","http://pbs.twimg.com/media/D1YXZIhWwAAqUbE.jpg","https://t.co/duFS2o9R5U","https://twitter.com/NAVARRE__/status/1105096482393411584/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NAVARRE__/status/1105096482393411584","NAVARRE MEDIA","Southern U.S. ","Sharing Information on Local , National , and World News Events . Thank you in advance to all who follow .",,FALSE,742,2416,49,172971,5535,2013-02-09 15:01:16,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1163185574/1540476308","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/950938289304932352/V8bNpW7t_normal.jpg",,
"x1163185574","x1104796496438820866",2019-03-10 17:29:45,"NAVARRE__","Flu season not over as ‘second wave’ of cases spike https://t.co/KiPv5PoDV6","Twitter for iPhone",51,,,,FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/D1UGjouWsAIMEb4.jpg","https://t.co/KiPv5PoDV6","https://twitter.com/NAVARRE__/status/1104796496438820866/photo/1","photo","http://pbs.twimg.com/media/D1UGjouWsAIMEb4.jpg","https://t.co/KiPv5PoDV6","https://twitter.com/NAVARRE__/status/1104796496438820866/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NAVARRE__/status/1104796496438820866","NAVARRE MEDIA","Southern U.S. ","Sharing Information on Local , National , and World News Events . Thank you in advance to all who follow .",,FALSE,742,2416,49,172971,5535,2013-02-09 15:01:16,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1163185574/1540476308","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/950938289304932352/V8bNpW7t_normal.jpg",,
"x618364800","x1105093766959022081",2019-03-11 13:11:00,"ExeterHospital","It's still flu season - learn more with Dr. Apara Dave, our infectious disease physician:
https://t.co/W1EKfcVipc https://t.co/W1EKfcVipc","Facebook",137,,,,FALSE,FALSE,0,0,,,"seacoastonline.com/news/20190307/… seacoastonline.com/news/20190307/…","https://t.co/W1EKfcVipc https://t.co/W1EKfcVipc","https://www.seacoastonline.com/news/20190307/second-flu-strain-is-appearing-this-season https://www.seacoastonline.com/news/20190307/second-flu-strain-is-appearing-this-season",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ExeterHospital/status/1105093766959022081","ExeterHospital","Exeter, NH","Exeter Hospital has been a part of the Seacoast community for over 100 years. The hospital's mission is to improve the health of the communities it serves.","http://t.co/wpbens9J95",FALSE,741,80,17,1579,30,2012-06-25 17:38:53,FALSE,"http://t.co/wpbens9J95","http://www.exeterhospital.com","en","https://pbs.twimg.com/profile_banners/618364800/1425302649","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/2340314758/EHR_093_12_EH_Facebook_Profile_Picture_normal.jpg",,
"x208179565","x1105093082746372098",2019-03-11 13:08:17,"KSL5TV","It's Flu Season Part 2. This is the sequel nobody wanted. https://t.co/MUxUYXCd5m #KSLTV #flu","SocialNewsDesk",93,,,,FALSE,FALSE,0,0,"KSLTV flu",,"ksltv.com/409687/32-stat…","https://t.co/MUxUYXCd5m","https://ksltv.com/409687/32-states-including-utah-experiencing-surge-flu-cases/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/KSL5TV/status/1105093082746372098","KSL 5 TV","Salt Lake City, Utah","Breaking news, weather & traffic. 
Broadcasting from Salt Lake City, Utah. Got news? Email: social@ksl.com","https://t.co/KEKasUdpDg",FALSE,68825,287,835,77594,5074,2010-10-26 20:01:47,TRUE,"https://t.co/KEKasUdpDg","http://ksltv.com","en","https://pbs.twimg.com/profile_banners/208179565/1472150701","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/783403150845718528/L9ittJKN_normal.jpg",,
"x300319506","x1105093045719105537",2019-03-11 13:08:08,"MKDouglasCounty","It's Flu Season!

Here's an updated look at this season's flu activity and what you can do at home to help prevent and control the spread of the flu. 

Plus, there's an interactive map that will show you... https://t.co/UGHuH61F8e","Facebook",230,,,,FALSE,FALSE,0,0,,,"strollertraffic.com/2019/01/18/upd…","https://t.co/UGHuH61F8e","https://strollertraffic.com/2019/01/18/updates-on-the-2019-flu-season",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MKDouglasCounty/status/1105093045719105537","Kyrie and Sam","Douglas County","Macaroni Kid Highlands Ranch-Parker is a website and free e-newsletter that covers family-friendly events and businesses throughout Douglas County, CO.","https://t.co/61aJ77ZUCQ",FALSE,2104,2165,41,9352,665,2011-05-17 15:27:58,FALSE,"https://t.co/61aJ77ZUCQ","http://highlandsranch.macaronikid.com","en","https://pbs.twimg.com/profile_banners/300319506/1525484403","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/992580993964851200/TuUd6Xqd_normal.jpg",,
"x84135139","x1105092018789851137",2019-03-11 13:04:03,"AJCHealthcare","The 2018-19 flu season is shaping up to be a relatively mild one, and it may be thanks, at least in part, to a better match with the flu vaccine. https://t.co/Pwp5z1zPHV","SocialNewsDesk",169,,,,FALSE,FALSE,0,1,,,"ajc.com/lifestyles/hea…","https://t.co/Pwp5z1zPHV","https://www.ajc.com/lifestyles/health/better-vaccine-match-likely-making-flu-season-easier-experts-say/257kpR53TPg6DmdF6xLeVN/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AJCHealthcare/status/1105092018789851137","AJC Pulse Magazine","Atlanta, GA","Healthcare and wellness news from The Atlanta Journal-Constitution (@AJC) 🏥 + Pulse Magazine, an AJC digital lifestyle magazine for nurses in the SE.","https://t.co/6HqsPLczhx",FALSE,2693,1408,150,4095,5,2009-10-21 18:57:44,TRUE,"https://t.co/6HqsPLczhx","https://www.ajc.com/pulse/","en","https://pbs.twimg.com/profile_banners/84135139/1405554415","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1093717568383258624/AqmsbU_1_normal.jpg",,
"x84135139","x1104158116856377350",2019-03-08 23:13:03,"AJCHealthcare","The 2018-19 flu season is shaping up to be a relatively mild one, and it may be thanks, at least in part, to a better match with the flu vaccine. https://t.co/XiDye6TU5s","SocialNewsDesk",169,,,,FALSE,FALSE,0,1,,,"myajc.com/lifestyles/hea…","https://t.co/XiDye6TU5s","https://www.myajc.com/lifestyles/health/better-vaccine-match-likely-making-flu-season-easier-experts-say/257kpR53TPg6DmdF6xLeVN/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AJCHealthcare/status/1104158116856377350","AJC Pulse Magazine","Atlanta, GA","Healthcare and wellness news from The Atlanta Journal-Constitution (@AJC) 🏥 + Pulse Magazine, an AJC digital lifestyle magazine for nurses in the SE.","https://t.co/6HqsPLczhx",FALSE,2693,1408,150,4095,5,2009-10-21 18:57:44,TRUE,"https://t.co/6HqsPLczhx","https://www.ajc.com/pulse/","en","https://pbs.twimg.com/profile_banners/84135139/1405554415","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1093717568383258624/AqmsbU_1_normal.jpg",,
"x2575361226","x1105091385689026561",2019-03-11 13:01:32,"lmschrader","You're not sneaky little feller. I see you. I guess as long as you mind your own business, we can share workspace. I'm not sharing my coffee though. It's flu season. #coworkers https://t.co/gF9JT6g3oO","Twitter for Android",176,,,,FALSE,FALSE,5,0,"coworkers",,,,,"http://pbs.twimg.com/media/D1YSwDxX0AES60D.jpg","https://t.co/gF9JT6g3oO","https://twitter.com/lmschrader/status/1105091385689026561/photo/1","photo","http://pbs.twimg.com/media/D1YSwDxX0AES60D.jpg","https://t.co/gF9JT6g3oO","https://twitter.com/lmschrader/status/1105091385689026561/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lmschrader/status/1105091385689026561","Lisa Schrader","Charlottesville, VA","Social stuff, some politics, some marketing, some bad humor. Lots of retweets; my voice is rarely the most interesting. INFJ HSP. She/her/they. Navy mom.",,FALSE,337,1068,55,3303,5381,2014-06-18 19:34:47,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2575361226/1540991140","http://abs.twimg.com/images/themes/theme13/bg.gif","http://pbs.twimg.com/profile_images/1057619315258785792/dIUopTk5_normal.jpg",,
"x168504148","x1105091231804198917",2019-03-11 13:00:55,"TSPMG","@CDCflu estimates that flu has caused as many as 26.3 million flu illnesses, 347,000 hospitalizations and 31,200 deaths so far this season.

Flu is the consistently in the Top 10 US killers. Don't let it happen to you! https://t.co/CV3gEfOgQD","Hootsuite Inc.",218,,"x16616061","CDCFlu",FALSE,FALSE,1,0,,,,,,"http://pbs.twimg.com/media/D1YSnlLXQAEjFG4.jpg","https://t.co/CV3gEfOgQD","https://twitter.com/TSPMG/status/1105091231804198917/photo/1","photo","http://pbs.twimg.com/media/D1YSnlLXQAEjFG4.jpg","https://t.co/CV3gEfOgQD","https://twitter.com/TSPMG/status/1105091231804198917/photo/1",,"x16616061","CDCFlu","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/TSPMG/status/1105091231804198917","TSPMG","Atlanta, GA","The Southeast Permanente Medical Group, a multi-specialty medical group, works exclusively with Kaiser Permanente to provide care to over 350,000 members in GA.","http://t.co/twNGo95eOw",FALSE,774,368,19,775,79,2010-07-19 14:31:55,FALSE,"http://t.co/twNGo95eOw","http://www.tspmg.org","en","https://pbs.twimg.com/profile_banners/168504148/1402922402","http://abs.twimg.com/images/themes/theme6/bg.gif","http://pbs.twimg.com/profile_images/1088855184397103104/U-VbSiXp_normal.jpg",,
"x999284693882327042","x1105090865578627072",2019-03-11 12:59:28,"RepInnamorato","Flu season isn't over yet, folks. https://t.co/WcZaLEUE4v","Twitter Web Client",33,,,,TRUE,FALSE,2,0,,,"twitter.com/PAHealthDept/s…","https://t.co/WcZaLEUE4v","https://twitter.com/PAHealthDept/status/1105075901233090566",,,,,,,,,,,"en","x1105075901233090566","#Flu can be a serious illness, even for healthy people. Protect yourself + your family + your community by getting a flu shot ASAP (if you haven't already) + following these tips to fight flu ⤵️ https://t.co/2s6bjcxzH9",2019-03-11 12:00:00,"TweetDeck",4,3,"x3218464527","PAHealthDept","PA Department of Health",8787,941,9679,"Harrisburg, PA","Official Twitter account for the Pennsylvania Department of Health. DOH is Pennsylvania’s primary source for public health information and services.",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/RepInnamorato/status/1105090865578627072","Rep. Sara Innamorato","Pittsburgh, PA","Working towards building a society and economy where everyone has enough to live a life of dignity.  #PowerToThePeople #PeopleOverProfit","https://t.co/Zabd3Vw98b",FALSE,891,163,13,150,370,2018-05-23 13:43:31,FALSE,"https://t.co/Zabd3Vw98b","http://www.pahouse.com/innamorato","en","https://pbs.twimg.com/profile_banners/999284693882327042/1544215357",,"http://pbs.twimg.com/profile_images/1071143134971789313/xsJA1F6r_normal.jpg",,
