"Name","Latitude","Longitude"
"mcgaula",42.74672,-84.4816265
"mcgaula",42.74672,-84.4816265
"tkdufty",,
"BoogF",29.948479,-90.070864
"planmindfully",,
"p0lygenesis",,
"pbrowning02",,
"pbrowning02",,
"mkhatriDVM",,
"DeepPol",,
"ebalintREP",,
"gamespite",35.8439812,-78.657837
"Daely_Pentico",,
"cleme002",35.1704985,-79.86103375
"Blueskiesovergr",,
"XyenaOrozco",,
"ShannonSalmon",41.5909,-93.6209
"mccahertyk12",,
"katie_zelinski",,
"DelthiaRicks",,
"OSUhsl",,
"charmedneedle",,
"drdengaterwuor",,
"LarrySa16379655",40.249975,-85.680891
"itsmeucunts",,
"Battelle",,
"TheTacticalDave",,
"TheTacticalDave",,
"partyjordan",,
"6abc",,
"bcastbloggers",,
"DanimarieMorse",,
"amccullough519",,
"drjewilliams",,
"luphorics",,
"Wealthokoye",,
"TwitchDadTV",,
"SamHighsmith",,
"mohicks18",,
"KaelanRhy",,
"MichelleRafter",45.53640175,-122.63090815
"AskDeMarie",,
"lyssiebabyx",,
"lemellekh2",,
"Sugaarrbaby",,
"latteonmyscrubs",,
"MissGracey13",,
"WomensHealthCT",,
"WomensHealthCT",,
"LadyDeibs",40.5790625,-79.712191
"TLCane1",,
"420lanie",,
"sdfellis117",,
"KaylaYax",,
"hereforthejava",,
"pettydredful",,
"peddoc07",,
"Rev_Danielle",,
"Rev_Danielle",,
"bathbombking",41.3427785,-89.08477095
"whitetrashart",41.3427785,-89.08477095
"BioProfBarker",,
"michelelate",,
"zaph0d42",,
"lilmikmac",,
"profvrr",,
"marytheluckyone",,
"jillkthompson",,
"judymorris3",,
"judymorris3",,
"fredvries",,
"nclexpharm",,
"o2real365",,
"kevyum143",,
"BertrandSandjo2",,
"BertrandSandjo2",,
"BertrandSandjo2",,
"BertrandSandjo2",,
"BertrandSandjo2",,
"BertrandSandjo2",,
"BertrandSandjo2",,
"BertrandSandjo2",,
"BertrandSandjo2",,
"BertrandSandjo2",,
"BertrandSandjo2",,
"abigailvenlet",,
"tlsday1p1",,
"DeepaDNanayakk1",,
"ArtieBucky",40.4227458,-79.883575
"KiniroTonada",33.98733245,-117.67325425
"RBrownKCfan7",,
"mack_story",,
"michellestodden",,
"jtdanza",,
"marileeaandrews",,
"kaivac",,
"labnorth",,
"EricaBastow",28.6648035,-81.393653
"Society4Science",,
"DeputyHottle",,
"ChicalinaT",,
"jeffblev",,
"drglasner",37.425035,-122.1702265
"drglasner",37.425035,-122.1702265
"ReginaPhelps",,
"rbarishansky",,
"roughtradeX",,
"angel42710",,
"Coleah",,
"Fliff96",,
"heckyessica",,
"j9duffy",42.4170405,-71.1671347
"feelyourbest",,
"ERamosPhD",,
"mmfbunny",,
"danielstefanski",,
"mikeyswalker",,
"Wheretty",,
"flowcare_",,
"fl_west",,
"gail_fab",,
"SteelyClams",,
"TheIowaClinic",,
"Vomit911",,
"KimberlyMenegh2",,
"gallus_pallas",40.780709,-73.9685415
"AdamMeier20",,
"vScienceBites",,
"ironlotus36",,
"EvelynPringle",,
"rustinmooredvm",,
"jennnn_idgaf",,
"GwenSteffenDVM",,
"stepheneast",,
"PharmacyIcare",,
"dr_dmorgan",,
"Ryan_Mac_Phd",35.9194415,-79.02601995
"Ryan_Mac_Phd",35.9194415,-79.02601995
"Ryan_Mac_Phd",35.9194415,-79.02601995
"Ryan_Mac_Phd",35.9194415,-79.02601995
"DJGlittertitts",,
"libertylives277",,
"realKyleOlbert",,
"mad_sters",,
"JoinAPPA",,
"Brittany_PA_C",27.698682,-83.804475
"dadwithabeard",,
"ainnj2",,
"RiesHunter",,
"DanielBolnick",,
"1grandmamean",,
"FavoriteGoat",,
"CaCemeteryHist",,
"Suscuss1",,
"MorkieNation",,
"picardonhealth",,
"RealtyNetworkG",,
"markogeovani",38.0033755,-79.420865
"ChemiNoles",,
"cheshire1418",,
"memprot_biophys",,
"SolentNHSTrust",,
"arsalanhahsmi",,
"IceCubesLemon",,
"isabellaabelsua",37.6917225,-113.0923378
"Miss_MikaNicole",47.0394158,-122.7654085
"kevmhud",,
"Carlos_S01",,
"Carlos_S01",,
"felesiabowen",,
"barbzhomes",,
"T0M0_K0NG",,
"thekevkage",,
"evancherpeski",,
"riadejaneiro_",,
"sw1ssmystery",,
"Rx_Ed",,
"gorskon",,
"G2Disrupt",,
"class_clown36",,
"DeschaineJustin",,
"MedicineHatNews",,
"SNCCLA",,
"IllinoisRx",,
"kristinsullivan",,
"mitdoc",,
"Carla_YourAgent",,
"BystanderBill",,
"Dr_Anonymous33",,
"Dr_Anonymous33",,
"erin_frost_art",,
"maestraw",,
"jacy_gollee",,
"mlktpmsnh",,
"Toto_Beans",,
"alexa_springer",,
"Humbledore",,
"westloopvet",,
"DCHHS",,
"HFIdaho",,
"ShannaPea_",,
"Aim911",,
"lucky_ducky101",,
"rita21411",,
"MaryECosenza",,
"BKilby",,
"FayCortez",,
"beccahathaway42",,
"BigSnugALot",,
"ND_BravesFAN",,
"rebugmp4",,
"RepinWolf",,
"AberdeenNews",,
"Lo_Zanzi",,
"_AndrewSchmidt",,
"caitlyn_weir",,
"Debbie29490650",,
"Debbie29490650",,
"NChardonnet",,
"mydocgarfieldnj",,
"kayeyewhy",,
"ADonatiMD",,
"MDedgePediatric",,
"Geospatial_DA",,
"jsgjames",43.007759,-89.440957
"nutritiontastic",,
"FederalGovNews",,
"ghw55",39.6790935,-75.7560986
"kariusdx",,
"neil_bodie",32.8100122,-117.10498915
"Vaxyourfam",,
"ChrisLoesch",,
"miguel_reyesMD",40.885966,-74.046402
"medicalaxioms",,
"ivan_tomic_",,
"BaileyHurleyVNL",,
"PoetryAlive",,
"UHhospitals",,
"SDDOH",,
"johncachero",,
"BlueHenNat",39.6790935,-75.7560986
"BlueHenNat",39.6800606267148,-75.7532296455258
"BlueHenPhoebe",39.6790935,-75.7560986
"trinitykronlein",,
"IndieCongress",,
"TurnerNovak",,
"TheInfluenzers",,
"PKO823",,
"ipacuhn",,
"ZArtofWellness",,
"GadgetInvestor",,
"nymedcollege",,
"PRI_Insurance",,
"SITNBoston",42.37819765,-71.112377
"qeastman",,
"OneHealthUF",,
"ImpactUN",,
"medpagetoday",,
"emdeeay",,
"MedPedsAllergy",,
"vaccinemakers",,
"PrinceGYfan",,
"KWhistler",,
"_kaitiedavis",46.8299034,-100.7641485
"phelpshospital",,
